id,name,place_of_birth,date_of_birth,ethnicity,nationality,specialization,gender,height,weight,astrological_sign
1297,周洋,未知,1990至今,未知,中國,體育,女,s160,未知,未知
1298,朱小丹,其它,1900-1959,漢,中國,未知,男,未知,未知,未知
1299,庹宗康,未知,1970-1979,土家,中國,娛樂,男,170-180,未知,獅子
1300,丁薇,未知,未知,未知,中國,娛樂,女,160-170,未知,未知
1301,雪村,其它,1960-1969,未知,中國,娛樂/文藝,男,160-170,未知,白羊
1302,單田芳,天津,1900-1959,漢,中國,文藝,男,170-180,未知,射手
1303,李翊君,臺灣,1960-1969,漢,中國/臺灣,娛樂/文藝,女,s160,40-50,金牛
1304,俞正聲,未知,1900-1959,漢,中國,未知,男,未知,未知,未知
1305,曹駿,上海,1980-1989,漢,未知,娛樂,男,170-180,60-70,水瓶
1306,張海迪,山東,1900-1959,漢,中國,文藝,女,未知,未知,處女
1307,張峻寧,江蘇,1980-1989,漢,中國,娛樂,男,180-190,未知,白羊
1308,林散之,其它,1900前,未知,中國/美加,文藝,男,未知,未知,未知
1309,王自如,黑龍江,1980-1989,未知,中國,科學,男,170-180,未知,雙子
1310,閻錫山,山西,1900前,漢,中國,政治,男,未知,未知,未知
1311,張瑋,內蒙古,1980-1989,漢,中國,娛樂,男,170-180,50-60,處女
1312,郭達,陝西,1900-1959,漢,中國,未知,男,180-190,70-80,雙子
1313,冀中星,山東,1970-1979,漢,中國,其它,男,未知,未知,未知
1314,柳永,其它,1900前,其它,中國,文藝,男,未知,未知,未知
1315,張茜,江蘇/香港,1970-1979,漢,中國,娛樂,女,160-170,40-50,水瓶
1316,佟健,未知,1970-1979,滿,中國,未知,男,180-190,70-80,未知
1317,林智慧,韓國,1980-1989,未知,韓國,娛樂/文藝,女,170-180,40-50,水瓶
1318,黃宏,黑龍江,1960-1969,漢,中國,娛樂/文藝,男,170-180,未知,雙子
1319,呂頌賢,香港,1960-1969,漢,中國,娛樂/文藝,男,170-180,70-80,水瓶
1320,成方圓,北京,1960-1969,漢,中國,娛樂/文藝,女,未知,未知,處女
1321,潘玉良,其它,1900前,漢,中國,文藝,女,未知,未知,未知
1322,曹國偉,上海,未知,漢,中國,商業,男,未知,未知,未知
1323,吳雨霏,香港,1980-1989,漢,中國/香港,娛樂,女,160-170,40-50,雙子
1324,伏爾泰,其它,1900前,未知,歐洲,文藝/其它,男,未知,未知,射手
1325,剛小希,北京,未知,漢,中國,娛樂,女,160-170,40-50,獅子
1326,謝苗,北京,1980-1989,漢,中國,娛樂,男,160-170,未知,金牛
1327,陸虎,河南,1980-1989,漢,中國,娛樂/文藝,男,170-180,60-70,金牛
1328,張智堯,香港/臺灣,1970-1979,高山,中國,娛樂,男,170-180,60-70,金牛
1329,木村拓哉,日本,1970-1979,其它,日本,娛樂,男,170-180,50-60,天蠍
1330,廣末涼子,日本,1980-1989,其它,日本,娛樂,女,160-170,未知,巨蟹
1331,傅晶,湖北,1970-1979,未知,中國,娛樂,女,160-170,未知,雙魚
1332,冬日娜,未知,未知,蒙古,中國,未知,女,未知,未知,未知
1333,劉承俊,韓國/美國,1970-1979,朝鮮,美加,娛樂,男,170-180,70-80,射手
1334,袁博,其它,1990至今,漢,中國,文藝,男,未知,未知,未知
1335,大島優子,日本,1980-1989,其它,日本,娛樂/文藝,女,s160,40-50,天秤
1336,李苦禪,山東,1900前,未知,中國,文藝/其它,男,未知,未知,未知
1337,歐豪,福建,1990至今,漢,未知,娛樂,男,170-180,60-70,天秤
1338,曹軒賓,陝西,1980-1989,漢,其它,娛樂/文藝,男,未知,未知,巨蟹
1339,夏夢,上海,1900-1959,漢,美加,娛樂,女,未知,未知,水瓶
1340,馮坤,未知,1970-1979,漢,中國,體育,女,180-190,未知,未知
1341,周慧敏,香港,1960-1969,漢,中國/香港,娛樂,女,160-170,40-50,天蠍
1342,李妮娜,遼寧,1980-1989,漢,中國,體育,女,160-170,50-60,雙魚
1343,崔勝賢,韓國,1980-1989,朝鮮,未知,娛樂,男,180-190,60-70,天蠍
1344,萬芳,臺灣,1960-1969,未知,中國/臺灣,娛樂,女,160-170,未知,巨蟹
1345,朱之文,山東,1960-1969,漢,中國,未知,男,未知,未知,射手
1346,李永波,遼寧,1960-1969,漢,中國,娛樂/體育,男,未知,未知,處女
1347,陳柏宇,香港,1980-1989,未知,中國,娛樂,男,160-170,60-70,巨蟹
1348,吳錚真,福建,1980-1989,漢,中國,娛樂/其它,女,160-170,未知,白羊
1349,馬晉,江蘇,1980-1989,未知,中國,未知,女,160-170,未知,未知
1350,唐慧,湖南,1970-1979,漢,未知,其它,女,未知,未知,未知
1351,周雲蓬,未知,1970-1979,未知,中國,娛樂,男,未知,未知,未知
1352,陳柏霖,臺灣,1980-1989,漢,中國,娛樂,男,170-180,60-70,處女
1353,狄龍,廣東/香港,1900-1959,漢,中國,娛樂/文藝,男,170-180,geq90,獅子
1354,秋瑾,福建,1900前,未知,中國,政治,女,未知,未知,未知
1355,高以翔,臺灣,1980-1989,未知,中國/臺灣,娛樂,男,geq190,未知,處女
1356,吳碧霞,湖南,未知,漢,中國,文藝/其它,女,未知,未知,未知
1357,李海娜,其它,1980-1989,未知,未知,娛樂,女,s160,s40,摩羯
1358,杜牧,陝西,1900前,漢,中國,文藝,男,未知,未知,未知
1359,李宗翰,湖北,1970-1979,滿,中國,娛樂,男,未知,未知,天蠍
1360,戚繼光,山東,1900前,漢/蒙古,中國,文藝/其它,男,未知,未知,未知
1361,樸寒星,韓國,1980-1989,朝鮮,韓國,娛樂,女,160-170,40-50,天蠍
1362,周揚,遼寧,未知,漢,中國,娛樂/文藝,女,160-170,40-50,雙子
1363,斯琴高麗,黑龍江,1980-1989,蒙古,中國,娛樂,女,160-170,40-50,摩羯
1364,李泰民,韓國,1990至今,朝鮮,韓國,娛樂,男,170-180,50-60,巨蟹
1365,黃小蕾,重慶,未知,漢,中國,娛樂,女,160-170,未知,金牛
1366,工藤新一,未知,未知,未知,日本,其它,男,未知,未知,金牛
1367,胡可,浙江,1970-1979,漢,中國,娛樂,女,160-170,40-50,射手
1368,劉菲,遼寧,1970-1979,未知,中國,體育,女,未知,未知,未知
1369,尹天照,廣東,1960-1969,漢,中國,娛樂,男,170-180,60-70,天蠍
1370,王勇平,湖南,1900-1959,漢,中國,文藝/政治,男,未知,未知,未知
1371,韓喬生,其它,1900-1959,未知,中國,娛樂/體育,男,未知,未知,天秤
1372,潘天壽,浙江,1900前,未知,中國,文藝/其它,男,未知,未知,未知
1373,唐國強,山東,1900-1959,未知,中國,娛樂,男,170-180,未知,金牛
1374,馬鳴,未知,未知,未知,中國,未知,男,180-190,未知,雙子
1375,張優,上海,1990至今,漢,中國,娛樂,女,s160,40-50,白羊
1376,白光,未知,1900-1959,未知,中國,未知,女,未知,未知,未知
1377,洪卓立,香港,1980-1989,未知,未知,娛樂,男,170-180,50-60,雙魚
1378,斯琴格日樂,內蒙古,1960-1969,蒙古,中國,娛樂,女,160-170,40-50,射手
1379,燕子李三,山東/河北,未知,漢,中國,未知,男,未知,未知,未知
1380,星雲大師,江蘇,未知,漢,中國,未知,男,未知,未知,未知
1381,山口百惠,日本,1900-1959,其它,日本,娛樂,女,160-170,未知,摩羯
1382,顏丙燕,北京/山東,1970-1979,漢,中國,娛樂,女,160-170,未知,射手
1383,柯佳嬿,臺灣,1980-1989,未知,中國/臺灣,娛樂,女,160-170,40-50,摩羯
1384,申雪,其它,1970-1979,漢,中國,娛樂/體育,女,s160,40-50,天蠍
1385,張睿,遼寧,1980-1989,回,中國,娛樂,男,170-180,60-70,白羊
1386,高洪波,北京,1960-1969,回,中國,未知,男,170-180,未知,未知
1387,郭雪芙,臺灣,1980-1989,漢,中國,娛樂,女,160-170,40-50,巨蟹
1388,溫雅,廣東,1980-1989,漢,未知,娛樂,女,170-180,40-50,金牛
1389,汪鑫,未知,1980-1989,未知,中國,體育,女,160-170,未知,天蠍
1390,陳可辛,香港,1960-1969,未知,中國,娛樂/文藝,男,160-170,未知,射手
1391,西野翔,日本,1980-1989,其它,日本,娛樂,女,s160,未知,巨蟹
1392,吳瓊,安徽,1960-1969,漢,中國,娛樂/文藝,女,s160,未知,未知
1393,陳紅,未知,1960-1969,未知,中國,娛樂,女,160-170,未知,未知
1394,史鐵生,北京,未知,漢,中國,娛樂/文藝,男,未知,未知,未知
1395,幸田來未,日本,1980-1989,其它,日本,娛樂,女,s160,40-50,天蠍
1396,孫浩,陝西,1960-1969,漢,中國,娛樂/文藝,男,170-180,60-70,摩羯
1397,邱心志,臺灣,1960-1969,漢,中國,娛樂,男,170-180,60-70,白羊
1398,賈雲,浙江,1960-1969,未知,中國,娛樂,男,未知,未知,未知
1399,袁惟仁,臺灣,1960-1969,未知,中國,娛樂/文藝,男,未知,未知,巨蟹
1400,楊棋涵,山東,1990至今,漢,中國,娛樂,女,160-170,40-50,摩羯
1401,薩達姆,其它,1900-1959,未知,其它,政治,男,180-190,未知,金牛
1402,韓三平,其它,1900-1959,未知,中國,娛樂,男,未知,未知,天秤
1403,王小瑋,遼寧,1980-1989,漢,中國,娛樂/文藝,女,160-170,未知,處女
1404,白龍王,廣東,1900-1959,未知,中國,未知,男,未知,未知,未知
1405,崔健,北京,1960-1969,朝鮮,中國,娛樂/文藝,男,170-180,未知,獅子
1406,吳靜鈺,江西,未知,漢,中國,體育,女,160-170,40-50,未知
1407,馮侖,陝西,1900-1959,漢,中國,商業,男,未知,未知,未知
1408,洛天依,未知,1990至今,未知,未知,其它,女,s160,未知,未知
1409,蒲巴甲,四川,1980-1989,藏,中國,娛樂/文藝,男,170-180,未知,巨蟹
1410,鄔君梅,上海/美國,1960-1969,漢,美加,娛樂,女,160-170,40-50,水瓶
1411,禹晉永,未知,1960-1969,漢,中國,商業,男,未知,未知,未知
1412,朴施厚,韓國,1970-1979,朝鮮,未知,娛樂,男,180-190,60-70,白羊
1413,白龍馬,其它,未知,未知,中國,其它,男,未知,未知,未知
1414,張紀中,山東,1900-1959,漢,中國,娛樂/文藝/政治,男,180-190,geq90,處女
1415,郭藹明,香港,1960-1969,漢,中國/香港,娛樂,女,160-170,未知,天秤
1416,張啟明,重慶,未知,漢,中國,未知,男,未知,未知,未知
1417,林彎彎,江蘇,1990至今,漢,中國,娛樂,女,未知,40-50,獅子
1418,金美辛,山東,1980-1989,朝鮮,中國,娛樂/文藝,女,未知,未知,獅子
1419,管仲,安徽,1900前,未知,中國,政治,男,未知,未知,未知
1420,王浩信,新疆,1980-1989,未知,中國,娛樂/文藝,男,180-190,未知,巨蟹
1421,朱哲琴,其它,未知,漢,中國,娛樂/文藝,女,未知,未知,雙子
1422,孫敬媛,吉林,1980-1989,回,中國,娛樂,女,160-170,未知,雙子
1423,董貞,福建,1980-1989,漢,中國,娛樂,女,s160,未知,處女
1424,李琦,江蘇,1990至今,漢,中國,娛樂,男,未知,未知,摩羯
1425,劉胡蘭,山西,1900-1959,未知,中國,政治,女,未知,未知,未知
1426,王贊,未知,1900-1959,未知,中國,文藝,男,未知,未知,未知
1427,龐偉,河北,1980-1989,未知,中國,體育,男,170-180,70-80,未知
1428,方力鈞,未知,1960-1969,未知,中國,文藝,男,未知,未知,未知
1429,周豔泓,江蘇,未知,漢,中國,娛樂/文藝,女,160-170,40-50,天秤
1430,碧瑤,其它,未知,漢,中國,其它,女,未知,未知,未知
1431,印小天,遼寧,1970-1979,漢,中國,娛樂,男,170-180,未知,水瓶
1432,林爽,遼寧,1980-1989,漢,中國,娛樂,女,160-170,未知,雙魚
1433,馬連良,北京,1900-1959,回,中國,娛樂/文藝,男,未知,未知,雙魚
1434,藤井莉娜,日本,1980-1989,未知,日本,娛樂,女,160-170,未知,巨蟹
1435,蘇妙玲,廣東,1990至今,漢,中國,娛樂,女,未知,未知,獅子
1436,顏真卿,未知,1900前,漢,中國,文藝/政治,男,未知,未知,未知
1437,李稻葵,未知,1960-1969,漢,中國,其它,男,未知,未知,未知
1438,易欣,浙江,1970-1979,未知,中國,娛樂,男,170-180,未知,射手
1439,張菲,臺灣,1900-1959,未知,中國,娛樂,男,160-170,未知,射手
1440,朱迅,北京,1970-1979,漢,中國,娛樂,女,160-170,40-50,處女
1441,姜大衛,江蘇/香港,1900-1959,漢,中國,娛樂/文藝,男,170-180,未知,巨蟹
1442,謝君豪,香港,1960-1969,漢,中國,娛樂/文藝,男,170-180,未知,白羊
1443,薑嵐昕,其它,1970-1979,漢,中國,商業/其它,男,未知,未知,白羊
1444,王熙然,遼寧,1990至今,漢,中國,娛樂,女,170-180,未知,獅子
1445,洪辰,江蘇,1990至今,漢,中國,娛樂,女,160-170,40-50,天秤
1446,陳嘉庚,福建,1900前,漢,中國,商業/其它,男,未知,未知,天秤
1447,周傑,陝西,1970-1979,漢,中國,娛樂,男,180-190,60-70,獅子
1448,黃飛鴻,未知,1900前,未知,中國,體育/其它,男,未知,未知,未知
1449,劉憲華,韓國,1980-1989,未知,美加,娛樂,男,170-180,60-70,天秤
1450,劉家輝,未知,1900-1959,未知,中國,娛樂,男,未知,未知,未知
1451,孫芸芸,其它,1970-1979,未知,中國,娛樂,女,160-170,未知,金牛
1452,陳曉東,上海/香港,1970-1979,漢,中國,娛樂,男,180-190,60-70,處女
1453,仲滿,江蘇,未知,漢,中國,未知,男,180-190,70-80,未知
1454,山田優,日本,1980-1989,未知,未知,娛樂,女,160-170,40-50,巨蟹
1455,羅援,四川,1900-1959,漢,中國,未知,男,未知,未知,未知
1456,周芷若,其它,未知,漢,未知,其它,女,未知,未知,未知
1457,趙宏博,黑龍江,1970-1979,滿,中國,娛樂/體育,男,170-180,70-80,處女
1458,宮崎葵,日本,1980-1989,未知,未知,娛樂,女,160-170,40-50,射手
1459,高婭媛,上海,1980-1989,漢,中國,娛樂,女,160-170,未知,天秤
1460,趙靈兒,未知,未知,其它,其它,未知,女,160-170,40-50,白羊
1461,方文山,臺灣,1960-1969,漢,中國,娛樂/文藝,男,170-180,40-50,水瓶
1462,董其昌,上海,1900前,漢,中國,文藝,男,未知,未知,未知
1463,林宇中,未知,1970-1979,未知,新馬,娛樂,男,170-180,未知,未知
1464,張定涵,北京,1980-1989,漢,中國,娛樂,女,160-170,未知,處女
1465,周覓,湖北/韓國,1980-1989,漢,中國,娛樂,男,180-190,60-70,白羊
1466,吳千語,浙江/香港,1990至今,漢,中國,娛樂,女,160-170,未知,天蠍
1467,杜琪峰,香港,1900-1959,漢,中國/香港,娛樂/文藝,男,170-180,未知,金牛
1468,王晶,香港,1900-1959,未知,中國,娛樂/文藝,男,170-180,未知,金牛
1469,劉美含,廣東,1990至今,漢,中國,娛樂,女,s160,s40,白羊
1470,植村秀,未知,未知,未知,日本,文藝,男,未知,未知,未知
1471,嚴歌苓,未知,1900-1959,未知,中國,娛樂/文藝,女,未知,未知,未知
1472,徐立,安徽,1980-1989,漢,中國,娛樂,女,160-170,40-50,水瓶
1473,李嫣,北京,1990至今,漢,中國,未知,女,未知,未知,雙子
1474,遲帥,山東,1980-1989,未知,中國,娛樂,男,180-190,60-70,天蠍
1475,呂瑤,未知,1990至今,漢,中國,娛樂/文藝,女,170-180,未知,水瓶
1476,靳東,山東,1970-1979,漢,中國,娛樂,男,180-190,70-80,摩羯
1477,徐正曦,上海,1980-1989,漢,中國,娛樂,男,180-190,60-70,金牛
1478,鄧琳琳,安徽,1990至今,漢,中國,娛樂/體育,女,s160,s40,金牛
1479,吳京,北京,1970-1979,滿,中國,娛樂/文藝/體育,男,170-180,60-70,白羊
1480,董浩,北京,1900-1959,漢,中國,娛樂/文藝,男,未知,未知,未知
1481,蔣蔣,貴州,1990至今,漢,中國,娛樂/文藝,男,170-180,50-60,天秤
1482,吳敬璉,未知,1900-1959,未知,中國,科學,男,未知,未知,未知
1483,田雨,未知,未知,未知,中國,娛樂,男,170-180,70-80,未知
1484,張若昀,北京,1980-1989,漢,中國,娛樂,男,180-190,60-70,處女
1485,楊過,江西,未知,漢,中國,其它,男,未知,未知,未知
1486,李思捷,香港,1970-1979,漢,中國,娛樂,男,170-180,未知,白羊
1487,祖海,安徽,1970-1979,漢,中國,娛樂/文藝,女,160-170,40-50,金牛
1488,高梓淇,山西,1980-1989,漢,中國,娛樂,男,180-190,70-80,金牛
1489,王陽明,浙江/臺灣/美國,1980-1989,高山,未知,娛樂,男,180-190,未知,天蠍
1490,孫雅,甘肅,1980-1989,漢,中國,娛樂,女,160-170,40-50,雙子
1491,葉莉,上海,1980-1989,未知,中國,未知,女,180-190,未知,天蠍
1492,央吉瑪,西藏,1980-1989,門巴,中國,未知,女,170-180,40-50,金牛
1493,李靚蕾,未知,1980-1989,漢,美加,其它,女,160-170,40-50,天秤
1494,池賢宇,未知,1980-1989,未知,韓國,娛樂,男,180-190,70-80,未知
1495,田華,未知,未知,未知,中國,娛樂,女,未知,未知,未知
1496,丁錦輝,浙江,1980-1989,漢,中國,未知,男,geq190,未知,未知
1497,赤西仁,日本,1980-1989,其它,日本,娛樂/文藝,男,170-180,未知,巨蟹
1498,何雲偉,北京,1980-1989,漢,中國,娛樂/文藝,男,未知,未知,摩羯
1499,鞏漢林,遼寧,1900-1959,漢,中國,娛樂/文藝,男,170-180,未知,天秤
1500,寧浩,山西,1970-1979,漢,中國,娛樂/文藝,男,未知,未知,處女
1501,柏寒,未知,1900-1959,未知,中國,娛樂/文藝,女,未知,未知,未知
1502,蔣英,未知,1900-1959,漢,中國,文藝/政治/其它,女,未知,未知,獅子
1503,譚盾,湖南,1900-1959,漢,中國,文藝,男,未知,未知,獅子
1504,張遼,其它,1900前,漢,中國,其它,男,未知,未知,未知
1505,郭珍霓,黑龍江,1980-1989,漢,中國,娛樂,女,160-170,40-50,摩羯
1506,甘薇,重慶,1980-1989,漢,中國,娛樂,女,160-170,40-50,雙子
1507,夢潔,上海,1980-1989,漢,中國,未知,女,160-170,未知,水瓶
1508,李曄,未知,1900前,未知,中國,政治,男,未知,未知,未知
1509,亦舒,未知,1900-1959,未知,中國,文藝/其它,女,未知,未知,未知
1510,李健,黑龍江,1970-1979,漢,中國,娛樂,男,170-180,60-70,天秤
1511,周濤,安徽,1960-1969,漢,中國,娛樂,女,160-170,未知,白羊
1512,傅瑩,未知,1900-1959,蒙古,中國,政治,女,未知,未知,未知
1513,陳小春,廣東/香港,1960-1969,漢,中國,娛樂,男,170-180,60-70,巨蟹
1514,吳景彪,福建,未知,漢,中國,體育,男,s160,50-60,未知
1515,春樹,未知,1980-1989,未知,中國,文藝,女,未知,未知,未知
1516,李智楠,上海,1980-1989,漢,中國,娛樂,男,180-190,60-70,天秤
1517,徐譽滕,江蘇,1980-1989,漢,中國,娛樂/文藝,男,170-180,60-70,水瓶
1518,斯琴高娃,廣東,1900-1959,未知,中國,娛樂,女,160-170,未知,水瓶
1519,伍思凱,臺灣,1960-1969,漢,中國,娛樂,男,170-180,未知,獅子
1520,麥家,未知,1960-1969,漢,未知,未知,男,未知,未知,未知
1521,張志新,未知,1900-1959,未知,中國,未知,女,未知,未知,未知
1522,包小柏,臺灣,1960-1969,未知,美加,娛樂/文藝,男,170-180,未知,金牛
1523,莊泳,未知,1970-1979,漢,中國,體育,女,170-180,未知,獅子
1524,劉宏,未知,未知,未知,中國,政治,男,未知,未知,未知
1525,?圭賢,韓國,1980-1989,朝鮮,未知,娛樂/文藝,男,170-180,未知,水瓶
1526,陳強,未知,1900-1959,未知,中國,娛樂,男,未知,未知,未知
1527,毛戈平,浙江,1960-1969,漢,中國,文藝/政治,男,未知,未知,獅子
1528,郁達夫,浙江,1900前,漢,中國,未知,男,未知,未知,射手
1529,柯景騰,臺灣,1970-1979,漢,中國,娛樂/文藝,男,160-170,50-60,處女
1530,胡戈,未知,1970-1979,未知,中國,文藝,男,170-180,60-70,未知
1531,吳辰君,臺灣,1970-1979,未知,中國,娛樂,女,160-170,40-50,獅子
1532,陳一舟,未知,1960-1969,漢,中國,商業,男,未知,未知,未知
1533,白若溪,北京,1980-1989,未知,中國,娛樂/文藝,女,170-180,50-60,金牛
1534,陳龍,上海/香港,1970-1979,漢,中國,娛樂,男,170-180,60-70,獅子
1535,王忠,未知,未知,未知,中國,政治/其它,男,未知,未知,未知
1536,梁烈唯,香港,1970-1979,未知,中國,娛樂,男,170-180,未知,白羊
1537,姜武,河北,1960-1969,漢,中國,娛樂,男,180-190,未知,天蠍
1538,景海鵬,未知,1960-1969,漢,中國,其它,男,未知,未知,未知
1539,朱智勳,韓國,1980-1989,未知,韓國,娛樂,男,180-190,60-70,金牛
1540,李小龍,香港/美國,1900-1959,漢,中國/美加,娛樂/文藝,男,170-180,60-70,射手
1541,李丁,山東/河北,1900-1959,漢,中國,娛樂,男,未知,未知,未知
1542,王嘯坤,河北,1980-1989,漢,中國,娛樂,男,170-180,50-60,雙魚
1543,竇文濤,河北,1960-1969,漢,中國,娛樂/文藝,男,未知,未知,獅子
1544,孫茜,甘肅,1980-1989,漢,未知,娛樂,女,160-170,40-50,射手
1545,伊瓜因,其它,1980-1989,未知,歐洲,體育,男,180-190,geq90,未知
1546,周曉歐,未知,1960-1969,未知,中國,娛樂,男,170-180,未知,獅子
1547,陳美,其它,1970-1979,未知,歐洲,娛樂,女,未知,未知,未知
1548,杜康,河南,未知,其它,中國,其它,男,未知,未知,未知
1549,羅中旭,未知,未知,漢,中國,娛樂,男,170-180,未知,雙魚
1550,王重陽,陝西,1900前,漢,中國,其它,男,未知,未知,未知
1551,竇智孔,臺灣,1970-1979,漢,中國,娛樂,男,170-180,未知,天秤
1552,卓依婷,臺灣,1980-1989,漢,中國,娛樂,女,160-170,50-60,天秤
1553,洪天明,香港,1970-1979,未知,中國,娛樂,男,180-190,geq90,巨蟹
1554,盛光祖,其它,1900-1959,漢,中國,政治,男,未知,未知,未知
1555,張拉拉,其它,1980-1989,滿,中國,娛樂,女,160-170,未知,雙子
1556,李佳薇,其它,1980-1989,未知,新馬,娛樂,女,s160,40-50,雙子
1557,孫二娘,其它,未知,漢,中國,娛樂,女,未知,未知,未知
1558,孫明明,黑龍江,1980-1989,漢,中國,娛樂,男,geq190,未知,處女
1559,小光,未知,未知,未知,未知,未知,男,未知,未知,未知
1560,黃胄,未知,1900-1959,未知,中國,文藝/其它,男,未知,未知,未知
1561,戴旭,河南,1960-1969,漢,中國,其它,男,未知,未知,未知
1562,何晴,浙江,1960-1969,漢,中國,娛樂/文藝,女,160-170,50-60,摩羯
1563,段譽,雲南,未知,白,中國,政治,男,未知,未知,雙魚
1564,李泰蘭,韓國,1970-1979,未知,韓國,娛樂,女,160-170,未知,白羊
1565,李京,未知,未知,未知,中國,娛樂,男,未知,未知,未知
1566,烏蘭托婭,內蒙古,未知,蒙古,中國,娛樂,女,160-170,40-50,獅子
1567,楊臣剛,未知,1970-1979,未知,中國,娛樂,男,未知,未知,未知
1568,邢傲偉,山東,1980-1989,漢,中國,娛樂/體育,男,160-170,60-70,水瓶
1569,馮瀟霆,遼寧,1980-1989,漢,中國,未知,男,180-190,70-80,未知
1570,王仁甫,未知,1980-1989,未知,中國,娛樂,男,170-180,未知,處女
1571,曾愷玹,臺灣,1980-1989,漢,中國/臺灣,娛樂,女,160-170,40-50,金牛
1572,王爍,北京,1980-1989,漢,中國,商業,男,160-170,未知,金牛
1573,李好,湖南,1980-1989,漢,中國,娛樂,男,170-180,60-70,天秤
1574,林柯彤,湖北,1980-1989,漢,中國,娛樂/其它,女,170-180,40-50,處女
1575,陳豪,香港,1970-1979,漢,其它,娛樂,男,180-190,70-80,白羊
1576,樸樹,江蘇,1970-1979,漢,中國,娛樂/文藝,男,170-180,未知,天蠍
1577,張角,未知,未知,未知,中國,未知,男,未知,未知,未知
1578,葉祖新,浙江,1980-1989,漢,中國,娛樂,男,170-180,50-60,巨蟹
1579,邊伯賢,韓國,1990至今,朝鮮,未知,娛樂,男,170-180,50-60,金牛
1580,胡志明,其它,1900前,京,其它,政治,男,未知,未知,未知
1581,楊德昌,上海,1900-1959,未知,中國,娛樂/文藝,男,未知,未知,天蠍
1582,西木,未知,未知,未知,中國,其它,男,未知,未知,未知
1583,鞠萍,北京,1960-1969,漢,中國,娛樂,女,160-170,未知,水瓶
1584,錢楓,上海,1980-1989,漢,中國,娛樂,男,180-190,未知,處女
1585,楊舒婷,浙江,1980-1989,漢,中國,娛樂,女,160-170,40-50,白羊
1586,王虎,江蘇,1990至今,漢,中國,商業,男,未知,未知,獅子
1587,段林希,雲南,1990至今,漢,中國,娛樂/文藝,女,160-170,未知,天秤
1588,董成鵬,吉林,1980-1989,漢,中國,娛樂/文藝,男,170-180,未知,摩羯
1589,車勝元,韓國,1970-1979,未知,未知,娛樂,男,180-190,70-80,雙子
1590,王箏,陝西,1980-1989,未知,中國,娛樂,女,160-170,40-50,未知
1591,傅家俊,香港,1970-1979,未知,中國/香港/美加,體育,男,170-180,50-60,未知
1592,金英權,韓國,1990至今,朝鮮,朝鮮,未知,男,180-190,70-80,未知
1593,王勃,未知,1900前,漢,中國,文藝,男,未知,未知,未知
1594,周挺,遼寧,1970-1979,未知,中國,體育,男,180-190,70-80,摩羯
1595,趙旭日,其它,1980-1989,未知,中國,體育,男,180-190,70-80,射手
1596,劉庭羽,上海,1980-1989,漢,中國,娛樂,女,160-170,40-50,射手
1597,龔愛愛,陝西,1960-1969,漢,中國,其它,女,未知,未知,未知
1598,範明,江蘇,1960-1969,漢,未知,娛樂,男,170-180,70-80,天秤
1599,葉蓓,北京,1970-1979,漢,中國,娛樂,女,170-180,50-60,雙魚
1600,李玟雨,韓國,1970-1979,未知,韓國,娛樂/商業/文藝,男,170-180,50-60,處女
1601,蔡明,北京,1960-1969,回,中國,娛樂/文藝,女,160-170,未知,天秤
1602,楊乃文,臺灣,1970-1979,未知,中國,娛樂/文藝,女,160-170,未知,雙魚
1603,梁志天,香港,1900-1959,未知,未知,未知,男,未知,未知,未知
1604,吳大維,美國,1960-1969,漢,美加,娛樂/文藝,男,170-180,70-80,天秤
1605,陳曉丹,上海,未知,未知,中國,未知,女,未知,未知,未知
1606,曹麗,陝西,1970-1979,漢,中國,娛樂,女,s160,未知,未知
1607,賈寶玉,其它,未知,漢,中國,其它,男,未知,未知,未知
1608,巴特爾,內蒙古/河北,1970-1979,蒙古,中國,娛樂/體育,男,geq190,未知,射手
1609,金吉德,韓國,1960-1969,朝鮮,韓國,娛樂/文藝,男,未知,未知,射手
1610,林一峰,香港,1970-1979,漢,中國,娛樂/文藝,男,160-170,50-60,白羊
1611,李瑋峰,吉林,1970-1979,未知,中國,體育,男,180-190,未知,射手
1612,高俊熙,韓國,1980-1989,朝鮮,韓國,娛樂,女,170-180,40-50,處女
1613,付夢妮,貴州,1980-1989,苗,中國,娛樂,女,s160,40-50,巨蟹
1614,戚美珍,香港,1960-1969,未知,中國,娛樂,女,160-170,未知,摩羯
1615,劉蓓,北京,1960-1969,漢,中國,娛樂,女,160-170,未知,天蠍
1616,梁心頤,美國,1980-1989,未知,美加,娛樂,女,s160,40-50,金牛
1617,松隆子,日本,1970-1979,其它,日本,娛樂/文藝,女,160-170,未知,雙子
1618,金俊秀,韓國,1980-1989,朝鮮,韓國,娛樂/文藝,男,170-180,50-60,射手
1619,梁文音,臺灣,1980-1989,其它,未知,娛樂,女,s160,40-50,白羊
1620,林偉賢,臺灣,1960-1969,未知,中國,商業/文藝,男,未知,未知,未知
1621,胡蓉,未知,1970-1979,未知,中國,文藝,女,未知,未知,天秤
1622,薑凱,未知,1970-1979,未知,未知,商業,男,未知,未知,未知
1623,德仁,日本,1960-1969,其它,日本,未知,男,未知,未知,未知
1624,曹仁,安徽,1900前,漢,中國,其它,男,未知,未知,未知
1625,吳磊,上海,1990至今,漢,中國,娛樂/其它,男,170-180,50-60,摩羯
1626,呼斯楞,其它,未知,蒙古,中國,娛樂,男,170-180,60-70,雙子
